brandName,modelName,bodyStyleName,cylinderCapacityValue,enginePowerValue,mileageValue,accident,age,sellingPrice
Opel,Astra,Berline,999,77,5210,0, 1.66 ,15995
Ford,Grand C-MAX,Monovolume/Camionnette,1499,70,2198,0, 1.50 ,18950
Peugeot,2008,4x4,1199,60,34500,0, 2.67 ,12990
Seat,Altea,Berline,1598,66,50000,0, 5.67 ,9950
Citroen,C3,Berline,1560,82,62000,0, 5.41 ,7500
Peugeot,208,Berline,1199,60,17659,0, 1.39 ,12860
Ford,S-Max,Monovolume/Camionnette,1753,92,185000,0, 11.42 ,3950
Hyundai,ix35,4x4,1685,85,72000,0, 3.67 ,14900
Volkswagen,Tiguan,4x4,1968,81,58144,0, 3.50 ,19300
Volkswagen,Golf,Berline,1598,81,42029,0, 2.08 ,18900
Peugeot,308,Compacte,1560,68,87832,0, 4.23 ,8834
Citroen,DS3,Berline,1560,73,19645,0, 1.98 ,13470
Peugeot,308,Berline,1560,85,23651,0, 1.04 ,19980
Audi,A6,Break,1968,140,15000,0, 0.91 ,36750
Audi,A1,Berline,1598,77,79000,0, 6.00 ,12499
Volvo,V90,Break,1969,140,1000,0, 0.99 ,49990
Volkswagen,Tiguan,4x4,1968,100,122000,0, 3.67 ,20900
Volvo,V60,Break,1969,88,14300,0, 1.49 ,26850
Audi,A4,Break,1968,100,113400,0, 2.67 ,19500
Citroen,C4,Berline,1598,115,25000,0, 6.33 ,10999
Fiat,500,Compacte,1242,51,89570,0, 3.58 ,8750
Peugeot,Partner,Van,1560,55,88930,0, 4.58 ,9075
Porsche,911,Cabriolet,3800,294,19800,0, 3.37 ,129991
BMW,640 Coupe,Berline,2993,230,103000,0, 5.08 ,42999
Peugeot,2008,4x4,1560,73,28577,0, 1.41 ,17900
Citroen,C5,Berline,1997,100,206000,0, 10.67 ,2300
MINI,One D,Berline,1598,66,99000,0, 4.58 ,9950
Toyota,Auris,Berline,1798,73,74885,0, 3.67 ,14750
Volkswagen,Passat Variant,Break,1968,110,39000,0, 1.83 ,28750
Mitsubishi,Pajero,4x4,3200,120,113000,0, 13.08 ,14995
Audi,A3,Cabriolet,1984,147,124000,0, 8.58 ,14900
Seat,Ateca,4x4,999,85,15000,0, 0.50 ,24500
Audi,Excel,Berline,1598,81,141961,0, 3.08 ,13999
Toyota,Avensis,Break,1598,81,142000,0, 15.09 ,2750
Citroen,C4,Compacte,1560,68,80100,0, 5.11 ,9990
Peugeot,108,Berline,998,51,22510,0, 0.91 ,9500
Opel,Crossland X,Berline,1200,81,5000,0, 0.08 ,15750
Opel,Vectra,Berline,1910,110,195000,0, 9.42 ,5950
Volkswagen,Tiguan,4x4,1968,81,89220,0, 4.74 ,15495
Peugeot,Partner Tepee,Break,1560,55,5000,0, 1.44 ,14000
Audi,A4,Break,1968,110,22000,0, 1.66 ,34000
Mercedes-Benz,A 180,Berline,1461,80,41293,0, 1.16 ,21380
Audi,A6,Break,1968,100,26124,0, 1.83 ,39900
Hyundai,Santa Fe,4x4,1991,82,212000,0, 13.59 ,2500
Mercedes-Benz,A 180,Berline,1461,80,68245,0, 3.25 ,17400
Skoda,Citigo,Berline,999,44,9000,0, 1.08 ,10499
Mercedes-Benz,CLA 200,Break,2143,100,29100,0, 1.08 ,26950
Triumph,TR4 Green '65,Coupe,2138,76,58759,0, 52.86 ,29950
Renault,Scenic,Monovolume/Camionnette,1461,81,99900,0, 6.67 ,7450
Mercedes-Benz,B 180,Monovolume/Camionnette,1992,80,105125,0, 8.08 ,9480
Opel,Corsa,Berline,1229,51,18713,0, 1.66 ,9590
Mazda,CX-5,4x4,2191,110,16900,0, 2.83 ,22900
Porsche,911,Cabriolet,3596,239,115977,0, 12.08 ,41950
Hyundai,i20,Berline,1248,55,6800,0, 0.95 ,10999
Opel,Astra Sports Tourer,Break,1600,81,11493,0, 1.41 ,18995
BMW,318 Touring,Break,1995,110,4000,0, 1.41 ,37900
Peugeot,308,Compacte,1598,199,15100,0, 1.74 ,27900
Porsche,928,Coupe,5396,250,370000,0, 23.51 ,25500
Mercedes-Benz,A 45 AMG,Berline,1991,265,38131,0, 3.67 ,38690
Peugeot,207,Berline,1398,50,107000,0, 10.83 ,4899
Peugeot,207,Berline,1560,66,150000,0, 10.83 ,3500
Peugeot,508,Berline,1997,120,79500,0, 2.41 ,18900
Ford,C-MAX,Monovolume/Camionnette,1560,70,74000,0, 6.33 ,8990
Audi,A3,Berline,1968,110,125000,0, 4.41 ,12990
Peugeot,308,Compacte,1598,92,24210,0, 3.59 ,13800
Opel,Corsa,Berline,1229,62,39031,0, 2.91 ,8450
Audi,A6,Break,1968,130,29477,0, 4.16 ,21900
Smart,forfour,Berline,999,52,22500,0, 1.99 ,9600
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1598,81,27500,0, 1.58 ,19900
Volkswagen,Tiguan,4x4,1968,81,99900,0, 4.16 ,18990
Chevrolet,Trax,4x4,1686,96,76000,0, 3.83 ,12500
Fiat,Vignale,Cabriolet,850,50,70000,0, 51.45 ,18000
Renault,Scenic,Monovolume/Camionnette,1461,81,12500,0, 0.99 ,22950
Peugeot,308 SW,Break,1199,96,27500,0, 2.75 ,16250
Audi,A4 Allroad,Break,2967,160,12880,0, 0.74 ,49950
Mercedes-Benz,E 250,Break,2143,150,166000,0, 7.58 ,16990
Peugeot,308,Break,1560,73,32350,0, 2.08 ,14495
Opel,Astra,Berline,1598,100,19054,0, 1.50 ,17490
Citroen,C5,Compacte,1997,100,86000,0, 12.83 ,5800
MINI,One,Compacte,1598,66,140265,0, 5.08 ,7850
Volvo,V40,Break,1969,88,20688,0, 0.62 ,20950
Audi,A4,Break,1968,110,15000,0, 1.24 ,33990
Volkswagen,Sharan,Monovolume/Camionnette,1968,100,86542,0, 5.75 ,18900
Nissan,Qashqai,4x4,1598,96,43118,0, 3.56 ,19950
Opel,Meriva,Monovolume/Camionnette,1686,74,130000,0, 8.25 ,4299
Audi,A4,Berline,1968,100,69218,0, 2.58 ,23950
Skoda,Superb,Break,1598,88,32894,0, 2.08 ,22990
Audi,A3,Berline,1598,81,23000,0, 0.99 ,26950
Volkswagen,Sharan,Monovolume/Camionnette,1968,110,5000,0, 0.99 ,37450
Mercedes-Benz,GLA 180,4x4,1461,80,15000,0, 1.83 ,27900
MINI,Cooper,Berline,1496,85,40166,0, 2.83 ,15490
BMW,216 Gran Tourer,Monovolume/Camionnette,1496,85,22250,0, 1.16 ,22000
Audi,A4,Berline,1968,100,123000,0, 8.67 ,12490
BMW,X5,4x4,2993,155,149000,0, 7.33 ,22950
Volvo,V70,Break,1969,133,43900,0, 3.58 ,22900
Renault,Clio,Compacte,1598,66,158000,0, 18.42 ,3250
Porsche,911 3.2 Carrera Grand Prix White '86,Coupe,3125,169,168086,0, 31.85 ,56950
BMW,520 Limousine,Berline,1995,120,34650,0, 3.83 ,26900
Skoda,Fabia,Berline,1197,63,10041,0, 3.67 ,9999
BMW,218 Active Tourer,Monovolume/Camionnette,1995,100,99000,0, 2.37 ,14650
Volkswagen,Golf,Break,1598,77,25000,0, 2.08 ,18999
Mercedes-Benz,B 180,Monovolume/Camionnette,1992,80,83000,0, 6.50 ,11800
Opel,Astra,Break,1600,81,9900,0, 0.66 ,23900
Opel,Astra,Break,1686,59,150000,0, 12.67 ,2590
Ford,Focus,Break,1560,77,146000,0, 4.74 ,7950
Peugeot,308 SW,Break,1560,73,7900,0, 1.77 ,18899
BMW,X4,Berline,2993,190,80582,0, 3.08 ,35950
Land Rover,Discovery,4x4,2720,140,94000,0, 8.25 ,23995
Porsche,Panamera,Berline,2967,155,59710,0, 5.33 ,48000
Renault,Twingo,Compacte,1461,62,122000,0, 8.00 ,4850
Audi,A8,Berline,2967,155,120000,0, 6.42 ,27900
Opel,Vivaro,Van,2000,66,85000,0, 5.96 ,6495
BMW,X6,4x4,2993,190,23923,0, 1.16 ,60500
BMW,318 Touring,Break,1995,110,13599,0, 1.50 ,30995
Skoda,Roomster,Monovolume/Camionnette,1598,90,209400,0, 4.59 ,5950
Porsche,911,Coupe,2981,309,18000,0, 1.83 ,137900
Renault,Scenic,Monovolume/Camionnette,1461,81,55324,0, 4.67 ,10990
Audi,A4,Berline,1968,100,217000,0, 9.00 ,8990
Volkswagen,Passat Variant,Break,1598,77,232000,0, 7.92 ,5600
Renault,Master,Van,2464,74,140000,0, 7.42 ,4450
Citroen,C3,Berline,1398,50,35485,0, 4.83 ,9450
Volkswagen,Golf,Berline,1598,77,150000,0, 8.08 ,8450
BMW,118 5-TÍ_rer,Berline,1995,100,155000,0, 6.00 ,10750
Opel,Astra,Berline,1686,81,79000,0, 7.25 ,8999
Volkswagen,Touran,Monovolume/Camionnette,1598,77,112000,0, 4.33 ,11990
Volkswagen,Golf,Berline,1198,77,58000,0, 5.16 ,10900
Renault,Twingo,Berline,1149,43,110000,0, 9.16 ,3499
Mercedes-Benz,A 180,Monovolume/Camionnette,1991,80,118129,0, 6.83 ,9800
Ford,Fiesta,Berline,1560,70,59000,0, 5.83 ,7400
Renault,Twingo,Berline,1461,55,89900,0, 4.25 ,5990
Peugeot,208,Berline,1199,60,13965,0, 1.16 ,11380
Volvo,V40,Break,1969,140,7500,0, 1.33 ,49950
Volvo,XC60,4x4,1969,133,56000,0, 2.83 ,27900
Opel,Astra Sports Tourer,Break,1956,121,82500,0, 4.33 ,13990
Ford,B-MAX,Compacte,998,92,65885,0, 3.35 ,11890
Mercedes-Benz,C 250,Berline,2143,150,60337,0, 2.08 ,35500
Mercedes-Benz,GLA 220,4x4,2143,120,49000,0, 3.16 ,27500
Opel,Corsa,Berline,1248,55,74000,0, 4.74 ,7500
BMW,320 Limousine,Berline,1995,120,73970,0, 4.46 ,20900
Opel,Mokka,4x4,1686,100,6895,0, 0.66 ,20990
Volkswagen,Golf,Berline,1598,66,101611,0, 3.25 ,13900
Suzuki,Vitara,Break,1586,88,52000,0, 2.48 ,15900
Volkswagen,Touran,Monovolume/Camionnette,1390,110,60250,0, 2.83 ,22990
Audi,A3,Berline,1197,81,36500,0, 2.58 ,18500
Seat,Leon,Berline,1968,125,80000,0, 5.75 ,2200
Volkswagen,Caddy,Monovolume/Camionnette,1598,75,66000,0, 5.25 ,11990
Kia,Cee'd,Berline,1600,94,35531,0, 2.41 ,15473
Peugeot,108,Compacte,1199,60,15000,0, 0.40 ,13100
Mercedes-Benz,320 Limousine,Monovolume/Camionnette,1991,80,141000,0, 8.25 ,5299
Kia,Soul,Monovolume/Camionnette,1591,91,61948,0, 8.42 ,6500
Nissan,NV200,Monovolume/Camionnette,1461,67,4835,0, 0.58 ,14495
Volkswagen,Golf Sportsvan,Monovolume/Camionnette,1197,81,12200,0, 0.58 ,21999
Opel,Insignia,Break,1956,103,71000,0, 3.67 ,17900
Mercedes-Benz,450,Berline,4500,120,165000,0, 42.69 ,5900
Hyundai,Veloster,Coupe,1591,103,85000,0, 5.25 ,9900
Volkswagen,Jetta,Berline,1598,77,69000,0, 5.25 ,10490
Audi,A4,Break,1968,110,20000,0, 0.50 ,39500
Opel,Insignia,Berline,1598,100,25327,0, 1.33 ,19894
Mitsubishi,L300,Van,2477,55,101,0, 0.08 ,14520
Mercedes-Benz,C 180,Berline,1595,115,21592,0, 1.33 ,35899
Toyota,Auris,Compacte,1364,66,93000,0, 4.58 ,11700
Mercedes-Benz,GLS 350,4x4,2987,190,23500,0, 1.58 ,77388
Audi,A6,Break,1968,120,149000,0, 5.08 ,18450
Hyundai,Getz,Compacte,1341,62,76000,0, 12.83 ,4200
Peugeot,208,Berline,1199,60,333,0, 0.83 ,13120
Seat,Ibiza,Break,999,55,42315,0, 0.91 ,9950
Porsche,928,Coupe,5000,235,272000,0, 28.43 ,23950
Peugeot,108,Berline,998,51,6055,0, 0.80 ,9890
Renault,Megane,Coupe,1461,81,97300,0, 4.58 ,9350
Fiat,Ducato,Van,2300,96,79000,0, 1.83 ,17950
Citroen,Berlingo,Monovolume/Camionnette,1560,68,76756,0, 6.00 ,8490
BMW,218 Coupe,Monovolume/Camionnette,1995,110,5501,0, 0.66 ,31995
Porsche,968,Coupe,2990,176,142300,0, 25.01 ,64999
Volkswagen,Golf GTI,Berline,1984,155,93144,0, 5.67 ,18000
Skoda,Fabia,Berline,1598,66,120000,0, 3.33 ,7990
Land Rover,Range Rover Evoque,4x4,2179,110,100000,0, 4.74 ,23490
Peugeot,308,Berline,1560,68,69000,0, 2.91 ,6997
Ford,Mondeo,Berline,1997,100,107000,0, 7.42 ,9990
Volvo,V40,Berline,1969,90,1100,0, 0.91 ,19998
Hyundai,Santa Fe,4x4,1995,110,47027,0, 2.53 ,23499
Citroen,C4 Picasso,Monovolume/Camionnette,1560,82,108000,0, 4.33 ,7950
Volkswagen,Polo,Berline,1422,55,7000,0, 0.41 ,15590
Hyundai,Matrix,Monovolume/Camionnette,1493,81,112135,0, 9.08 ,4550
Hyundai,ix20,Berline,1582,85,31204,0, 2.74 ,14350
Chevrolet,Trax,4x4,1686,96,199000,0, 4.03 ,9990
Lotus,Exige,Coupe,1796,162,29300,0, 10.37 ,40000
Volkswagen,Multivan T6 Dsl,Monovolume/Camionnette,1968,110,32000,0, 1.08 ,35490
Volkswagen,Golf,Berline,1968,103,78000,0, 5.83 ,12950
Volvo,Sonstige,Berline,1782,63,208300,0, 49.95 ,4250
Mercedes-Benz,Vito,Van,2143,100,110000,0, 5.41 ,13500
BMW,316 Touring,Break,1995,85,46394,0, 3.41 ,20490
Audi,A4,Break,1968,100,101089,0, 6.00 ,14500
Opel,Zafira Tourer,Monovolume/Camionnette,1598,100,16000,0, 1.41 ,21500
Audi,A3,Cabriolet,1968,110,31500,0, 1.83 ,36499
Mercedes-Benz,V 220,Van,2143,120,7000,0, 1.24 ,43900
Audi,TT,Coupe,1968,135,11100,0, 2.99 ,42999
BMW,M6,Berline,4395,412,93221,0, 3.41 ,59500
Volkswagen,up!,Berline,999,44,12000,0, 1.16 ,10499
Renault,Captur,Compacte,1461,67,12588,0, 1.41 ,14895
Renault,Talisman Grandtour,Break,1598,96,7000,0, 0.74 ,27250
Chevrolet,Corvette,Cabriolet,5700,183,77368,0, 30.60 ,15000
Volkswagen,Golf,Compacte,1197,64,15237,0, 1.66 ,14995
Mercedes-Benz,C 200,Break,2143,100,69745,0, 5.50 ,18980
Fiat,Scudo,Van,1560,66,21000,0, 1.08 ,10800
Volkswagen,Tiguan,Berline,1968,103,109937,0, 9.33 ,9900
Mercedes-Benz,Sprinter,Van,2143,96,50000,0, 2.41 ,26250
Volkswagen,Golf,Berline,1598,77,78000,0, 4.50 ,12430
Peugeot,308 SW,Break,1997,110,14800,0, 2.25 ,25950
Opel,Corsa,Berline,1248,55,63500,0, 6.42 ,6500
Renault,Twingo,Compacte,999,52,5710,0, 1.47 ,9499
Chevrolet,Spark,Berline,995,50,70000,0, 7.08 ,3900
Volkswagen,T5 Multivan,Monovolume/Camionnette,1968,132,47715,0, 3.25 ,29500
Volkswagen,Passat,Berline,1598,77,69176,0, 2.99 ,17490
Skoda,Octavia,Break,1968,110,98190,0, 4.08 ,14400
Mercedes-Benz,E 220,Coupe,2143,125,145278,0, 6.00 ,17990
Opel,Meriva,Monovolume/Camionnette,1364,88,10200,0, 0.82 ,14995
Renault,Grand Scenic,Monovolume/Camionnette,1461,81,38782,0, 2.91 ,13950
Volvo,V40,4x4,1969,140,19500,0, 0.74 ,36950
Suzuki,Swift,Compacte,1242,70,54750,0, 1.41 ,9495
Opel,Mokka,4x4,1600,81,19000,0, 1.66 ,15900
BMW,318 Limousine,Berline,1995,100,97000,0, 4.25 ,18950
Volkswagen,Touran,Monovolume/Camionnette,1598,77,96000,0, 4.41 ,13950
BMW,318 Touring,Break,1995,100,184000,0, 4.67 ,14950
Opel,Mokka,Berline,1686,96,74501,0, 4.58 ,13999
Mercedes-Benz,CLA 180,Berline,1461,80,29000,0, 1.33 ,26950
Volkswagen,Caddy,Monovolume/Camionnette,1598,55,43900,0, 4.67 ,13500
Opel,Astra,Berline,1598,81,9900,0, 0.24 ,21500
MINI,Cooper D Countryman,4x4,1598,82,97000,0, 5.92 ,11900
Mercedes-Benz,Sprinter,Van,2143,96,54000,0, 2.58 ,23750
BMW,640 Coupe,Berline,2993,230,114000,0, 4.50 ,46950
Land Rover,Range Rover Sport,4x4,2993,155,97000,0, 6.42 ,27950
Ford,Focus,Berline,1753,66,116000,0, 12.83 ,3650
Suzuki,SX4,Monovolume/Camionnette,1910,88,98000,0, 10.75 ,4900
Volkswagen,up!,Berline,999,44,7000,0, 0.41 ,11590
Opel,Astra,Berline,1560,82,11250,0, 2.25 ,13495
Porsche,Panamera,Berline,2894,243,14000,0, 0.33 ,130500
Jaguar,XJSC,Coupe,5343,195,121200,0, 28.43 ,13450
Audi,A5,Cabriolet,1968,120,215000,0, 5.83 ,16335
Skoda,Octavia,Compacte,1598,77,109000,0, 4.68 ,9950
Citroen,C4,Berline,1560,82,35128,0, 3.83 ,13250
Dacia,Sandero,Compacte,1461,66,51000,0, 4.55 ,8950
Toyota,Verso,Monovolume/Camionnette,1998,91,81000,0, 4.41 ,12850
Peugeot,208,Compacte,1199,60,15000,0, 1.16 ,12390
Citroen,C3 Picasso,Compacte,1397,70,95000,0, 8.25 ,5800
BMW,X6,4x4,2993,210,220000,0, 8.00 ,23500
Renault,Talisman Grandtour,Break,1598,118,6000,0, 0.66 ,31275
Volkswagen,Sharan,Monovolume/Camionnette,1968,100,188508,0, 6.50 ,10800
BMW,X1,4x4,1995,100,95733,0, 5.67 ,14950
BMW,X3,4x4,1995,135,123757,0, 6.16 ,22900
Peugeot,Expert,Van,2000,81,162000,0, 5.25 ,6050
Audi,A5,Berline,1968,100,84667,0, 3.83 ,22950
Smart,fortwo,Berline,999,45,77000,0, 6.67 ,6999
Mercedes-Benz,GLA 180,Compacte,1595,90,8689,0, 1.16 ,27750
Peugeot,3008,Compacte,1560,84,48316,0, 3.67 ,14980
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,6276,0, 1.16 ,22500
Volkswagen,Golf,Berline,1598,77,57500,0, 4.41 ,12900
Mercedes-Benz,C 200,Break,2143,100,93430,0, 5.33 ,14995
Seat,Leon,Berline,1598,77,110276,0, 7.58 ,6199
Maserati,Ghibli,Berline,2979,301,10500,0, 0.99 ,72995
Skoda,Octavia,Break,1598,77,146000,0, 5.67 ,7999
Opel,Meriva,Berline,1300,55,41937,0, 2.83 ,11399
Volkswagen,Golf,Berline,1598,77,67605,0, 2.91 ,18950
MINI,Cooper D,Berline,1598,82,114965,0, 4.83 ,10490
Mercedes-Benz,GLE 250,4x4,2143,150,19900,0, 1.16 ,59865
Audi,TT,Coupe,1968,125,85000,0, 8.83 ,18900
Lancia,Delta,Berline,1598,77,81531,0, 6.50 ,7500
Mercedes-Benz,C 200,Break,2148,100,327414,0, 9.25 ,5950
BMW,318 Limousine,Berline,1995,110,17000,0, 1.66 ,29495
Fiat,Doblo,Van,1300,63,117000,0, 6.83 ,5950
Porsche,911,Cabriolet,3387,221,152000,0, 18.68 ,22950
Peugeot,308,Compacte,1560,85,17500,0, 1.50 ,19900
Saab,9/mrt,Cabriolet,1910,110,118583,0, 9.75 ,13900
Mercedes-Benz,B 180,Monovolume/Camionnette,1461,80,22500,0, 3.91 ,21659
Skoda,Rapid Spaceback,Berline,1422,66,17500,0, 1.08 ,15900
Renault,Megane,Coupe,1461,81,116000,0, 7.92 ,9500
BMW,116 5-TÍ_rer,Berline,1995,85,178000,0, 5.83 ,9400
Opel,Zafira Tourer,Monovolume/Camionnette,1598,99,29990,0, 0.82 ,20990
Renault,Spider,Cabriolet,1998,110,27000,0, 19.51 ,42500
Volkswagen,Tiguan,4x4,1968,110,26500,0, 1.50 ,28900
Citroen,Grand C4 Picasso,Monovolume/Camionnette,1560,85,13800,0, 0.91 ,22490
Skoda,Yeti,4x4,1598,77,108616,0, 3.58 ,11990
Audi,A6 Allroad,Break,2967,230,112000,0, 3.25 ,39930
Infiniti,FX,4x4,3500,220,93000,0, 12.42 ,8500
Peugeot,208,Compacte,1560,55,5000,0, 1.93 ,13990
Volkswagen,Beetle,Compacte,1197,77,34000,0, 4.50 ,14950
Peugeot,308 SW,Break,1560,85,25000,0, 2.81 ,20990
Opel,Zafira Tourer,Monovolume/Camionnette,1598,100,20250,0, 1.41 ,19900
Porsche,911,Cabriolet,3596,239,42000,0, 10.42 ,56990
Audi,A4,Break,1968,110,9900,0, 0.50 ,40990
Ford,Ranger,4x4,3200,147,99700,0, 3.67 ,22500
Mercedes-Benz,SLK 200,Cabriolet,1796,120,82963,0, 12.34 ,13100
BMW,520 Limousine,Break,1995,120,89310,0, 3.41 ,24900
Jeep,Grand Cherokee,4x4,2987,140,93880,0, 3.30 ,31990
Dacia,Sandero,Berline,1461,55,40947,0, 3.74 ,8490
Citroen,C3 Picasso,Monovolume/Camionnette,1397,70,107000,0, 8.33 ,4700
Volkswagen,Caddy,Monovolume/Camionnette,1968,103,88000,0, 4.16 ,16990
Audi,A3,Berline,1968,100,26320,0, 1.41 ,25900
Volkswagen,Passat Variant,Break,1598,77,138000,0, 3.74 ,13990
Volkswagen,CROSSPOLO DIESEL,Compacte,1422,55,10500,0, 3.50 ,15950
Ford,C-MAX,Monovolume/Camionnette,1560,70,72737,0, 3.41 ,12900
Jeep,Cherokee,4x4,2767,110,115000,0, 14.59 ,6950
Mercedes-Benz,CLS 350,Berline,2987,195,54000,0, 3.91 ,31900
Volkswagen,Golf,Berline,1984,147,144000,0, 12.25 ,9995
Audi,Q2,4x4,1598,85,18000,0, 0.91 ,33900
Toyota,Fortuner,4x4,2393,109,101,0, 0.08 ,32900
Audi,A3,Berline,1598,77,149205,0, 6.08 ,10691
Land Rover,Discovery,4x4,2720,140,207000,0, 9.92 ,9500
BMW,X5 M,4x4,2993,280,59000,0, 2.50 ,62000
Mercedes-Benz,C 220,Berline,2143,120,91000,0, 2.58 ,20800
Audi,A3,Compacte,1598,77,157721,0, 5.84 ,8900
Opel,Astra Sports Tourer,Break,1686,81,85828,0, 6.67 ,9690
Peugeot,5008,Monovolume/Camionnette,1997,110,16900,0, 1.41 ,19900
Mercedes-Benz,C 200,Berline,1598,100,72111,0, 3.16 ,21350
Audi,A6,Break,1968,110,30000,0, 1.24 ,38900
Toyota,Auris,Berline,1364,66,49300,0, 4.16 ,10395
Porsche,Cayenne,4x4,2967,176,179000,0, 7.58 ,29900
Maserati,Quattroporte,Berline,4691,323,62000,0, 7.25 ,63900
Opel,Zafira,Monovolume/Camionnette,1598,100,37837,0, 1.83 ,18900
Mazda,CX-3,4x4,1499,77,40850,0, 1.58 ,18995
Opel,Corsa,Compacte,973,43,113000,0, 16.09 ,2990
Peugeot,Expert,Van,1560,66,141511,0, 6.75 ,5950
Austin Healey,100/4 BN1 '54,Cabriolet,2660,82,188,0, 63.87 ,89950
Porsche,911,Cabriolet,3800,412,16720,0, 3.67 ,179950
Hyundai,i30,Berline,1396,80,96000,0, 6.75 ,5900
Fiat,Punto,Berline,1242,44,89000,0, 9.42 ,4990
Mazda,3,Berline,1998,88,20950,0, 2.73 ,16950
Volvo,C70,Cabriolet,1997,100,212000,0, 9.92 ,4500
Peugeot,308 SW,Break,1560,85,15500,0, 1.16 ,17990
Volkswagen,Polo,Compacte,1198,51,32000,0, 3.83 ,8850
Mercedes-Benz,C 220,Coupe,2143,120,41000,0, 1.83 ,37990
Volkswagen,Passat Variant,Break,1598,88,3500,0, 0.33 ,30350
Alfa Romeo,Giulietta,Berline,1368,120,154000,0, 6.75 ,9990
Nissan,X-Trail,4x4,2184,84,95532,0, 15.75 ,5950
Ford,Fiesta,Berline,1500,55,47828,0, 2.08 ,9999
Ford,Fiesta,Berline,1242,60,88000,0, 7.83 ,6990
Peugeot,208,Compacte,1560,74,2000,0, 1.74 ,14900
Volkswagen,Passat,Berline,1598,77,82500,0, 4.33 ,13990
Honda,Civic,Compacte,2204,103,206800,0, 11.39 ,3950
SsangYong,Actyon,4x4,2200,131,1000,0, 0.24 ,23240
Ford,MPrefect 1.2,Berline,1200,35,63500,0, 78.13 ,11950
Opel,Astra,Berline,1598,81,63000,0, 2.16 ,11950
Audi,A6,Break,1968,130,87648,0, 4.16 ,24290
Porsche,993,Coupe,3600,210,141000,0, 21.34 ,85993
Maserati,Levante,4x4,2987,202,11500,0, 0.91 ,75000
BMW,116 5-TÍ_rer,Berline,1496,85,47000,0, 1.91 ,22500
Opel,Astra,Berline,999,77,23200,0, 1.24 ,15499
Skoda,Fabia,Berline,1199,55,74000,0, 4.50 ,6250
Mercedes-Benz,G 320,Cabriolet,2987,165,122007,0, 9.83 ,92000
Opel,KARL,Berline,1000,55,10000,0, 1.58 ,8462
Mercedes-Benz,C 180,Berline,1595,115,21144,0, 0.74 ,28950
Peugeot,208,Compacte,999,50,14500,0, 2.06 ,11500
Audi,TT,Coupe,1798,118,53000,0, 4.99 ,20950
Ford,Focus New,Break,1500,88,22400,0, 2.41 ,19900
Mercedes-Benz,A 180,Berline,1461,80,76000,0, 2.50 ,19900
DS,DS 3,Compacte,1560,73,10000,0, 1.66 ,16250
Peugeot,5008,Monovolume/Camionnette,1560,85,20000,0, 1.57 ,21250
Fiat,500L,Berline,875,61,56000,0, 4.16 ,9450
BMW,118 5-TÍ_rer,Compacte,1499,101,14441,0, 1.24 ,23395
Renault,Megane,Berline,1461,63,15119,0, 11.25 ,7950
Buick,Skylark,Cabriolet,5276,147,15000,0, 63.45 ,129500
BMW,316 Touring,Break,1995,85,67000,0, 3.08 ,19900
Audi,A4,Break,1968,100,121000,0, 8.75 ,13500
Volkswagen,New Beetle,Cabriolet,1595,75,145156,0, 10.50 ,8490
Volkswagen,Golf VII,Berline,1984,221,54000,0, 3.67 ,36950
BMW,318 Gran Turismo,Break,1995,105,27750,0, 1.58 ,27000
Ford,mustang,Coupe,4700,165,79970,0, 52.86 ,22500
Audi,A5,Berline,1798,125,37000,0, 4.33 ,28500
Porsche,Macan,4x4,2967,190,67500,0, 3.41 ,56995
Peugeot,208,Compacte,1600,68,7960,0, 2.41 ,14900
Audi,A8,Berline,2967,184,123000,0, 5.67 ,29950
Fiat,Qubo,Monovolume/Camionnette,1248,70,49000,0, 3.41 ,7450
Peugeot,208,Berline,1398,50,111000,0, 4.91 ,6800
Renault,Scenic,Monovolume/Camionnette,1461,81,112000,0, 5.67 ,9490
Skoda,Superb Combi,Break,1968,110,11500,0, 1.08 ,29600
Citroen,C3 Picasso,Monovolume/Camionnette,1560,68,133000,0, 6.25 ,4950
Opel,Antara,Berline,2231,120,57721,0, 3.67 ,13900
Renault,Megane,Cabriolet,1870,85,269000,0, 12.50 ,2900
Renault,Kangoo,Monovolume/Camionnette,1461,50,170000,0, 9.83 ,2250
Volkswagen,Crafter,Van,1968,103,15000,0, 0.66 ,29190
Opel,Corsa,Berline,1229,51,13492,0, 1.16 ,9999
Peugeot,2008,4x4,1560,74,10562,0, 1.99 ,15900
Opel,Zafira,Monovolume/Camionnette,1598,88,5200,0, 0.66 ,19990
Peugeot,308,Break,1560,73,9000,0, 2.33 ,17899
Volkswagen,Golf VII,Compacte,1197,77,67485,0, 2.67 ,15500
Audi,A7,Berline,2967,155,600,0, 1.24 ,54990
Volkswagen,Crafter,Van,1968,103,7500,0, 0.58 ,29990
Mercedes-Benz,A 180,Berline,1595,90,14012,0, 0.74 ,24850
Dacia,Sandero,Berline,1461,66,23813,0, 1.74 ,10950
Opel,Astra,Berline,1248,66,79000,0, 8.58 ,5995
Chevrolet,pick up,Pick-Up,4000,90,77631,0, 64.16 ,15000
Skoda,Octavia,Break,1896,66,210000,0, 13.84 ,2350
BMW,114 5-TÍ_rer,Berline,1598,75,93870,0, 5.08 ,13490
Peugeot,407,Berline,1997,100,116000,0, 9.33 ,5950
